id,название,описание,подробно,дни,доступно с,ответвление,x,y,после1,после2,после3,после4,после5,после6,после7,после8,после9,после10,требование1,требование2,требование3,требование4,требование5,требование6,требование7,требование8,требование9,требование10,награда1,награда2,награда3,награда4,награда5,награда6,награда7,награда8,награда9,награда10,блокировать1,блокировать2,блокировать3,случайно1,случайно2,случайно3,случайно4,случайно5,случайно6,случайно7,случайно8,случайно9,случайно10
ru-compromise-coalition-state,Коалиционное государство,Закрепить социальный компромисс как систему законных договоренностей между парламентом регионами и правительством.,"Закрепить социальный компромисс как систему законных договоренностей между парламентом регионами и правительством.

Подробно: фокус «Коалиционное государство» разворачивает направление «Социальный компромисс: Регионы» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: stability=10, politicalPower=80, gdp=38, food=35.",85,,Социальный компромисс: Регионы,19,8,,,,,,,,,,,ru-compromise-fiscal-council,,,,,,,,,,stability=10,politicalPower=80,gdp=38,food=35,,,,,,,,,,,,,,,,,,,
ru-red-development-consensus,Консенсус развития,Объединить социальную индустриальную региональную оборонную и дипломатическую программы в законный государственный курс.,"Объединить социальную индустриальную региональную оборонную и дипломатическую программы в законный государственный курс.

Подробно: фокус «Консенсус развития» разворачивает направление «Итог» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: politicalPower=120, stability=8, factories=5, gdp=45, commandPower=35.",90,,Итог,3,9,,,,,,,,,,,ru-social-state,ru-production-sovereignty,ru-stable-federation,ru-strategic-restraint,ru-lawful-influence,,,,,,politicalPower=120,stability=8,factories=5,gdp=45,commandPower=35,,,,,,,,,,,,,,,,,,
ru-red-soviet-legal-platform,Советская правовая платформа,Подготовить проект республиканского устройства с советами трудовых коллективов и конституционной преемственностью.,"Подготовить проект республиканского устройства с советами трудовых коллективов и конституционной преемственностью.

Подробно: фокус «Советская правовая платформа» разворачивает направление «РСФСР» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: politicalPower=40, stability=2, reform=central-planning.",55,,РСФСР,5,10,ru-red-republican-soviets,,,,,,,,,,Ru-viboty2026-pobeda-kommunizma,,,,,,,,,,politicalPower=40,stability=2,reform=central-planning,,,,,,,,,,,,,,,,,,,,
ru-red-republican-soviets,Республиканские советы,Сформировать систему представительства регионов предприятий и общественных организаций в новом государственном контуре.,"Сформировать систему представительства регионов предприятий и общественных организаций в новом государственном контуре.

Подробно: фокус «Республиканские советы» разворачивает направление «РСФСР» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: politicalPower=45, stability=3, manpower=80.",60,,РСФСР,5,11,ru-red-planned-republic,,,,,,,,,,ru-red-soviet-legal-platform,,,,,,,,,,politicalPower=45,stability=3,manpower=80,,,,,,,,,,,,,,,,,,,,
ru-red-planned-republic,Плановая республика,Передать стратегические отрасли в долгосрочное планирование и связать бюджет с промышленными заданиями.,"Передать стратегические отрасли в долгосрочное планирование и связать бюджет с промышленными заданиями.

Подробно: фокус «Плановая республика» разворачивает направление «РСФСР» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: factories=4, gdp=25, law:economy=war, law:trade=closed.",65,,РСФСР,5,12,ru-red-rsfsr-proclamation,,,,,,,,,,ru-red-republican-soviets,,,,,,,,,,factories=4,gdp=25,law:economy=war,law:trade=closed,,,,,,,,,,,,,,,,,,,
ru-red-rsfsr-proclamation,Провозгласить РСФСР,Оформить Российскую Советскую Федеративную Социалистическую Республику как новую форму государства.,"Оформить Российскую Советскую Федеративную Социалистическую Республику как новую форму государства.

Подробно: фокус «Провозгласить РСФСР» разворачивает направление «РСФСР» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: ideology=communist, rename=РСФСР, color=#b71924, formedNation=rsfsr, stability=8, politicalPower=120, reform=union-treaty.",80,,РСФСР,5,13,,,,,,,,,,,ru-red-planned-republic,,,,,,,,,,ideology=communist,rename=РСФСР,color=#b71924,formedNation=rsfsr,stability=8,politicalPower=120,reform=union-treaty,,,,,,,,,,,,,,,,
ru-continuity-imperial-memory,Историческая преемственность,Открыть дискуссию о символической преемственности государства и роли сильного арбитра над партиями.,"Открыть дискуссию о символической преемственности государства и роли сильного арбитра над партиями.

Подробно: фокус «Историческая преемственность» разворачивает направление «Имперский проект большинства» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: politicalPower=45, stability=3.",55,,Имперский проект большинства,9,10,ru-continuity-dynastic-council,,,,,,,,,,ru-continuity-majority,,,,,,,,,,politicalPower=45,stability=3,,,,,,,,,,,,,,,,,,,,,
ru-continuity-dynastic-council,Государственный совет короны,"Создать совещательный орган, который готовит переход от партийного управления к надпартийному монархическому арбитражу.","Создать совещательный орган, который готовит переход от партийного управления к надпартийному монархическому арбитражу.

Подробно: фокус «Государственный совет короны» разворачивает направление «Имперский проект большинства» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: politicalPower=65, stability=4, reform=security-council.",65,,Имперский проект большинства,9,11,ru-continuity-imperial-constitution,,,,,,,,,,ru-continuity-imperial-memory,,,,,,,,,,politicalPower=65,stability=4,reform=security-council,,,,,,,,,,,,,,,,,,,,
ru-continuity-imperial-constitution,Имперская конституция,"Закрепить новую форму власти через пакет законов, сохранив управляемость регионов и экономических проектов.","Закрепить новую форму власти через пакет законов, сохранив управляемость регионов и экономических проектов.

Подробно: фокус «Имперская конституция» разворачивает направление «Имперский проект большинства» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: law:economy=war, law:conscription=limited, stability=5, commandPower=25.",70,,Имперский проект большинства,9,12,ru-continuity-second-empire,,,,,,,,,,ru-continuity-dynastic-council,,,,,,,,,,law:economy=war,law:conscription=limited,stability=5,commandPower=25,,,,,,,,,,,,,,,,,,,
ru-continuity-second-empire,Вторая Российская Империя,Провозгласить Вторую Российскую Империю как централизованное монархическое государство с преемственностью институтов.,"Провозгласить Вторую Российскую Империю как централизованное монархическое государство с преемственностью институтов.

Подробно: фокус «Вторая Российская Империя» разворачивает направление «Имперский проект большинства» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: ideology=monarchist, rename=Вторая Российская Империя, color=#2f2418, formedNation=second_russian_empire, politicalPower=140, stability=8, warSupport=5.",90,,Имперский проект большинства,9,13,,,,,,,,,,,ru-continuity-imperial-constitution,,,,,,,,,,ideology=monarchist,rename=Вторая Российская Империя,color=#2f2418,formedNation=second_russian_empire,politicalPower=140,stability=8,warSupport=5,,,,,,,,,,,,,,,,
ru-patriotic-imperial-mission,Имперская миссия,Связать патриотический мандат с идеей исторической державности и мобилизацией общества вокруг сильной власти.,"Связать патриотический мандат с идеей исторической державности и мобилизацией общества вокруг сильной власти.

Подробно: фокус «Имперская миссия» разворачивает направление «Имперский проект патриотов» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: politicalPower=45, warSupport=4, commandPower=20.",55,,Имперский проект патриотов,13,10,ru-patriotic-estate-assembly,,,,,,,,,,ru-patriotic-mandate,,,,,,,,,,politicalPower=45,warSupport=4,commandPower=20,,,,,,,,,,,,,,,,,,,,
ru-patriotic-estate-assembly,Сословное собрание,Сформировать представительство регионов армии промышленности и традиционных общественных институтов.,"Сформировать представительство регионов армии промышленности и традиционных общественных институтов.

Подробно: фокус «Сословное собрание» разворачивает направление «Имперский проект патриотов» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: stability=3, commandPower=35, manpower=120.",65,,Имперский проект патриотов,13,11,ru-patriotic-throne-and-army,,,,,,,,,,ru-patriotic-imperial-mission,,,,,,,,,,stability=3,commandPower=35,manpower=120,,,,,,,,,,,,,,,,,,,,
ru-patriotic-throne-and-army,Престол и армия,Сделать армию опорой нового государственного символа и подготовить правовой переход к монархии.,"Сделать армию опорой нового государственного символа и подготовить правовой переход к монархии.

Подробно: фокус «Престол и армия» разворачивает направление «Имперский проект патриотов» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: law:conscription=extensive, law:economy=war, warSupport=7, commandPower=45.",70,,Имперский проект патриотов,13,12,ru-patriotic-second-empire,,,,,,,,,,ru-patriotic-estate-assembly,,,,,,,,,,law:conscription=extensive,law:economy=war,warSupport=7,commandPower=45,,,,,,,,,,,,,,,,,,,
ru-patriotic-second-empire,Вторая Российская Империя,"Провозгласить Вторую Российскую Империю через патриотический мандат, военную опору и централизованную власть.","Провозгласить Вторую Российскую Империю через патриотический мандат, военную опору и централизованную власть.

Подробно: фокус «Вторая Российская Империя» разворачивает направление «Имперский проект патриотов» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: ideology=monarchist, rename=Вторая Российская Империя, color=#2f2418, formedNation=second_russian_empire, politicalPower=120, stability=5, warSupport=9.",90,,Имперский проект патриотов,13,13,,,,,,,,,,,ru-patriotic-throne-and-army,,,,,,,,,,ideology=monarchist,rename=Вторая Российская Империя,color=#2f2418,formedNation=second_russian_empire,politicalPower=120,stability=5,warSupport=9,,,,,,,,,,,,,,,,
ru-compromise-belarus-dialogue,Минский социальный диалог,"Начать переговоры с Минском о едином социальном пространстве, пенсиях, трудовых гарантиях и региональных программах.","Начать переговоры с Минском о едином социальном пространстве, пенсиях, трудовых гарантиях и региональных программах.

Подробно: фокус «Минский социальный диалог» разворачивает направление «Союз с Беларусью» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: politicalPower=35, stability=3, food=20.",55,,Союз с Беларусью,17,10,ru-compromise-union-budget,,,,,,,,,,ru-social-compromise,,,,,,,,,,politicalPower=35,stability=3,food=20,,,,,,,,,,,,,,,,,,,,
ru-compromise-union-budget,Союзный социальный бюджет,"Согласовать общий пакет инфраструктуры, медицины, образования и поддержки приграничных регионов.","Согласовать общий пакет инфраструктуры, медицины, образования и поддержки приграничных регионов.

Подробно: фокус «Союзный социальный бюджет» разворачивает направление «Союз с Беларусью» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: budget=45, stability=4, gdp=18.",65,,Союз с Беларусью,17,11,ru-compromise-common-labor-market,,,,,,,,,,ru-compromise-belarus-dialogue,,,,,,,,,,budget=45,stability=4,gdp=18,,,,,,,,,,,,,,,,,,,,
ru-compromise-common-labor-market,Общий рынок труда,"Упростить занятость, дипломы, социальные выплаты и переезд специалистов между двумя государствами.","Упростить занятость, дипломы, социальные выплаты и переезд специалистов между двумя государствами.

Подробно: фокус «Общий рынок труда» разворачивает направление «Союз с Беларусью» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: manpower=140, gdp=20, politicalPower=25.",60,,Союз с Беларусью,17,12,ru-compromise-union-referendum,,,,,,,,,,ru-compromise-union-budget,,,,,,,,,,manpower=140,gdp=20,politicalPower=25,,,,,,,,,,,,,,,,,,,,
ru-compromise-union-referendum,Союзный референдум,Провести согласованное оформление единого государства через публичную процедуру и социальные гарантии.,"Провести согласованное оформление единого государства через публичную процедуру и социальные гарантии.

Подробно: фокус «Союзный референдум» разворачивает направление «Союз с Беларусью» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: politicalPower=70, stability=5, reform=union-treaty.",75,,Союз с Беларусью,17,13,ru-compromise-rus-bel-union,,,,,,,,,,ru-compromise-common-labor-market,,,,,,,,,,politicalPower=70,stability=5,reform=union-treaty,,,,,,,,,,,,,,,,,,,,
ru-compromise-rus-bel-union,Россия и Беларусь,"Завершить объединение с Беларусью на основе социального компромисса, общей экономики и союзных институтов.","Завершить объединение с Беларусью на основе социального компромисса, общей экономики и союзных институтов.

Подробно: фокус «Россия и Беларусь» разворачивает направление «Союз с Беларусью» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: integrateCountry=Белоруссия, rename=Союз России и Беларуси, color=#8b1e2d, formedNation=rus_bel_union, stability=8, politicalPower=110, gdp=45.",90,,Союз с Беларусью,17,14,,,,,,,,,,,ru-compromise-union-referendum,,,,,,,,,,integrateCountry=Белоруссия,rename=Союз России и Беларуси,color=#8b1e2d,formedNation=rus_bel_union,stability=8,politicalPower=110,gdp=45,,,,,,,,,,,,,,,,
ru-tech-digital-citizenship,Цифровое гражданство,"Запустить добровольный цифровой контур прав, льгот, налогов и госуслуг для мобильных специалистов.","Запустить добровольный цифровой контур прав, льгот, налогов и госуслуг для мобильных специалистов.

Подробно: фокус «Цифровое гражданство» разворачивает направление «Цифровой эксперимент» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: politicalPower=35, rare=18, gdp=20.",55,,Цифровой эксперимент,21,10,ru-tech-special-innovation-zones,,,,,,,,,,ru-technocratic-renewal,,,,,,,,,,politicalPower=35,rare=18,gdp=20,,,,,,,,,,,,,,,,,,,,
ru-tech-special-innovation-zones,Города-лаборатории,"Создать особые городские зоны с ускоренными регламентами для транспорта, энергетики, образования и медицины.","Создать особые городские зоны с ускоренными регламентами для транспорта, энергетики, образования и медицины.

Подробно: фокус «Города-лаборатории» разворачивает направление «Цифровой эксперимент» через законные парламентские процедуры, бюджетное планирование, публичные программы и контроль исполнения на федеральном и региональном уровнях. В рамках сценария это не меняет конституционные основы напрямую, а оформляет политический мандат как набор управленческих решений, коалиционных договоренностей и административных приоритетов.

Для игрока этот шаг задает более точную специализацию ветки: часть ресурсов переводится в устойчивость системы, часть - в экономические, промышленные или мобилизационные возможности, а часть влияет на темп дальнейших решений.  Решение становится доступным после выполнения связанных подготовительных фокусов. Игровой эффект: gdp=32, rare=25, stability=-1.",65,,Цифровой эксперимент,21,11,ru-tech-algorithmic-budget,,,,,,,,,,ru-tech-digital-citizenship,,,,,,,,,,gdp=32,rare=25,stability=-1,,,,,,,,,,,,,,,,,,,,
